"county_geoid","place_geoid","tract_geoid","county","place","tract","county_pop","place_pop","tract_pop","overlap_percent"
6065,651560,6065040806,"Riverside","Norco","Census Tract 408.06, Riverside County, California",2411439,26670,3202,0.343978656471726
6065,616350,6065040808,"Riverside","Corona","Census Tract 408.08, Riverside County, California",2411439,166972,8774,1
6037,644000,6037277000,"Los Angeles","Los Angeles","Census Tract 2770, Los Angeles County, California",10081570,3966936,5566,1
6075,667000,6075013500,"San Francisco","San Francisco","Census Tract 135, San Francisco County, California",874961,874961,2606,1
6001,653000,6001400600,"Alameda","Oakland","Census Tract 4006, Alameda County, California",1656754,425097,1745,1
6067,611390,6067007602,"Sacramento","Carmichael CDP","Census Tract 76.02, Sacramento County, California",1524553,64454,4661,1
6029,603526,6029003803,"Kern","Bakersfield","Census Tract 38.03, Kern County, California",887641,377917,8602,0.326101082704473
6029,662854,6029003803,"Kern","Rosedale CDP","Census Tract 38.03, Kern County, California",887641,16820,8602,0.673898917295527
6059,648256,6059032040,"Orange","Mission Viejo","Census Tract 320.40, Orange County, California",3168044,95516,2620,1
6059,616532,6059063806,"Orange","Costa Mesa","Census Tract 638.06, Orange County, California",3168044,113159,3836,1
6037,671876,6037573401,"Los Angeles","Signal Hill","Census Tract 5734.01, Los Angeles County, California",10081570,11512,1642,1
6007,613014,6007000401,"Butte","Chico","Census Tract 4.01, Butte County, California",225817,94529,4186,1
6037,644000,6037113321,"Los Angeles","Los Angeles","Census Tract 1133.21, Los Angeles County, California",10081570,3966936,6180,1
6037,644000,6037117408,"Los Angeles","Los Angeles","Census Tract 1174.08, Los Angeles County, California",10081570,3966936,3073,1
6075,667000,6075030600,"San Francisco","San Francisco","Census Tract 306, San Francisco County, California",874961,874961,2495,1
6037,673080,6037535605,"Los Angeles","South Gate","Census Tract 5356.05, Los Angeles County, California",10081570,94642,4440,1
6037,648914,6037482102,"Los Angeles","Monterey Park","Census Tract 4821.02, Los Angeles County, California",10081570,60439,2943,1
6037,644000,6037124105,"Los Angeles","Los Angeles","Census Tract 1241.05, Los Angeles County, California",10081570,3966936,2538,1
6037,608954,6037310601,"Los Angeles","Burbank","Census Tract 3106.01, Los Angeles County, California",10081570,103703,6383,1
6077,645484,6077005124,"San Joaquin","Manteca","Census Tract 51.24, San Joaquin County, California",742603,79129,3474,1
6065,603820,6065044300,"Riverside","Banning","Census Tract 443, Riverside County, California",2411439,31072,4847,1
6037,622230,6037433307,"Los Angeles","El Monte","Census Tract 4333.07, Los Angeles County, California",10081570,115517,3193,1
6049,651042,6049000200,"Modoc","Newell CDP","Census Tract 2, Modoc County, California",8907,566,1650,0.213820978600975
6049,600310,6049000200,"Modoc","Adin CDP","Census Tract 2, Modoc County, California",8907,171,1650,0.30466000143466
6049,643126,6049000200,"Modoc","Lookout CDP","Census Tract 2, Modoc County, California",8907,44,1650,0.481519019964365
6109,631372,6109004200,"Tuolumne","Groveland CDP","Census Tract 42, Tuolumne County, California",54045,247,3487,0.331956970979513
6109,657244,6109004200,"Tuolumne","Pine Mountain Lake CDP","Census Tract 42, Tuolumne County, California",54045,2772,3487,0.668043029020487
6109,680966,6109002100,"Tuolumne","Twain Harte CDP","Census Tract 21, Tuolumne County, California",54045,2311,4391,0.0014312151514317
6109,612300,6109002100,"Tuolumne","Cedar Ridge CDP","Census Tract 21, Tuolumne County, California",54045,1015,4391,0.331631721931451
6109,680896,6109002100,"Tuolumne","Tuttletown CDP","Census Tract 21, Tuolumne County, California",54045,1003,4391,0.320507427206041
6109,614904,6109002100,"Tuolumne","Columbia CDP","Census Tract 21, Tuolumne County, California",54045,2226,4391,0.346429635711076
6013,660620,6013373000,"Contra Costa","Richmond","Census Tract 3730, Contra Costa County, California",1142251,109884,4468,0.927971467793294
6013,668294,6013373000,"Contra Costa","San Pablo","Census Tract 3730, Contra Costa County, California",1142251,30967,4468,0.0720285322067058
6059,686832,6059021809,"Orange","Yorba Linda","Census Tract 218.09, Orange County, California",3168044,67725,3188,0.997029746651735
6059,657526,6059021809,"Orange","Placentia","Census Tract 218.09, Orange County, California",3168044,51818,3188,0.00297025334826456
6059,684550,6059099905,"Orange","Westminster","Census Tract 999.05, Orange County, California",3168044,91137,4265,1
6037,644000,6037234000,"Los Angeles","Los Angeles","Census Tract 2340, Los Angeles County, California",10081570,3966936,5417,1
6065,649270,6065042517,"Riverside","Moreno Valley","Census Tract 425.17, Riverside County, California",2411439,207289,3335,1
6037,644000,6037240500,"Los Angeles","Los Angeles","Census Tract 2405, Los Angeles County, California",10081570,3966936,7326,1
6065,649270,6065042519,"Riverside","Moreno Valley","Census Tract 425.19, Riverside County, California",2411439,207289,1873,1
6053,664224,6053980000,"Monterey","Salinas","Census Tract 9800, Monterey County, California",433410,156143,0,1
6065,604758,6065044000,"Riverside","Beaumont","Census Tract 440, Riverside County, California",2411439,47144,1734,1
6059,653980,6059075816,"Orange","Orange","Census Tract 758.16, Orange County, California",3168044,139887,3630,1
6037,644000,6037106113,"Los Angeles","Los Angeles","Census Tract 1061.13, Los Angeles County, California",10081570,3966936,3697,1
6067,664000,6067005404,"Sacramento","Sacramento","Census Tract 54.04, Sacramento County, California",1524553,500930,5440,0.274780341085089
6067,602553,6067005404,"Sacramento","Arden-Arcade CDP","Census Tract 54.04, Sacramento County, California",1524553,102864,5440,0.725219658914911
6075,667000,6075023400,"San Francisco","San Francisco","Census Tract 234, San Francisco County, California",874961,874961,3661,1
6041,670364,6041131100,"Marin","Sausalito","Census Tract 1311, Marin County, California",259943,7116,1234,0.387929262523611
6041,649950,6041131100,"Marin","Muir Beach CDP","Census Tract 1311, Marin County, California",259943,336,1234,0.515530694893515
6041,623168,6041131100,"Marin","Fairfax","Census Tract 1311, Marin County, California",259943,7578,1234,0.000480621382054097
6041,677805,6041131100,"Marin","Tamalpais-Homestead Valley CDP","Census Tract 1311, Marin County, California",259943,11689,1234,0.0960594212008205
6037,643000,6037574902,"Los Angeles","Long Beach","Census Tract 5749.02, Los Angeles County, California",10081570,466776,5549,1
6081,665028,6081604000,"San Mateo","San Bruno","Census Tract 6040, San Mateo County, California",767423,43083,3326,1
6065,603820,6065044101,"Riverside","Banning","Census Tract 441.01, Riverside County, California",2411439,31072,3409,1
6111,665042,6111001601,"Ventura","San Buenaventura (Ventura)","Census Tract 16.01, Ventura County, California",847263,109910,1260,1
6037,608954,6037311200,"Los Angeles","Burbank","Census Tract 3112, Los Angeles County, California",10081570,103703,3171,1
6065,662000,6065031703,"Riverside","Riverside","Census Tract 317.03, Riverside County, California",2411439,326414,4115,1
6037,644000,6037128102,"Los Angeles","Los Angeles","Census Tract 1281.02, Los Angeles County, California",10081570,3966936,4625,1
6075,667000,6075025100,"San Francisco","San Francisco","Census Tract 251, San Francisco County, California",874961,874961,3473,1
6037,644000,6037141201,"Los Angeles","Los Angeles","Census Tract 1412.01, Los Angeles County, California",10081570,3966936,4583,1
6073,666000,6073004000,"San Diego","San Diego","Census Tract 40, San Diego County, California",3316073,1409573,4513,1
6001,606000,6001422900,"Alameda","Berkeley","Census Tract 4229, Alameda County, California",1656754,121485,5761,1
6077,680238,6077005307,"San Joaquin","Tracy","Census Tract 53.07, San Joaquin County, California",742603,90675,3352,1
6073,666000,6073013205,"San Diego","San Diego","Census Tract 132.05, San Diego County, California",3316073,1409573,2431,0.146852400261497
6073,613392,6073013205,"San Diego","Chula Vista","Census Tract 132.05, San Diego County, California",3316073,268920,2431,0.853147599738503
6037,630014,6037400800,"Los Angeles","Glendora","Census Tract 4008, Los Angeles County, California",10081570,51801,6967,0.533985589090539
6037,603386,6037400800,"Los Angeles","Azusa","Census Tract 4008, Los Angeles County, California",10081570,49753,6967,0.466014410909461
6073,666000,6073009107,"San Diego","San Diego","Census Tract 91.07, San Diego County, California",3316073,1409573,5095,1
6001,602980,6001433900,"Alameda","Ashland CDP","Census Tract 4339, Alameda County, California",1656754,24430,7685,1
6067,654092,6067008207,"Sacramento","Orangevale CDP","Census Tract 82.07, Sacramento County, California",1524553,34824,4178,1
6067,664000,6067000800,"Sacramento","Sacramento","Census Tract 8, Sacramento County, California",1524553,500930,1703,1
6067,664000,6067001400,"Sacramento","Sacramento","Census Tract 14, Sacramento County, California",1524553,500930,2362,1
6029,603526,6029002808,"Kern","Bakersfield","Census Tract 28.08, Kern County, California",887641,377917,7110,1
6109,613182,6109005201,"Tuolumne","Chinese Camp CDP","Census Tract 52.01, Tuolumne County, California",54045,174,2170,1
6037,644000,6037104620,"Los Angeles","Los Angeles","Census Tract 1046.20, Los Angeles County, California",10081570,3966936,3528,1
6053,664224,6053000400,"Monterey","Salinas","Census Tract 4, Monterey County, California",433410,156143,7745,1
6065,662000,6065042206,"Riverside","Riverside","Census Tract 422.06, Riverside County, California",2411439,326414,5820,1
6071,602364,6071009710,"San Bernardino","Apple Valley","Census Tract 97.10, San Bernardino County, California",2149031,72726,7740,1
6059,636000,6059099404,"Orange","Huntington Beach","Census Tract 994.04, Orange County, California",3168044,200259,4420,1
6037,644000,6037106604,"Los Angeles","Los Angeles","Census Tract 1066.04, Los Angeles County, California",10081570,3966936,5068,1
6111,670042,6111000701,"Ventura","Santa Paula","Census Tract 7.01, Ventura County, California",847263,30098,7508,1
6073,666000,6073003213,"San Diego","San Diego","Census Tract 32.13, San Diego County, California",3316073,1409573,4582,0.977116188677466
6073,607414,6073003213,"San Diego","Bonita CDP","Census Tract 32.13, San Diego County, California",3316073,12706,4582,0.0228838113225345
6095,681554,6095253000,"Solano","Vacaville","Census Tract 2530, Solano County, California",441829,98875,6720,1
6037,644000,6037203720,"Los Angeles","Los Angeles","Census Tract 2037.20, Los Angeles County, California",10081570,3966936,4072,1
6113,684816,6113010204,"Yolo","West Sacramento","Census Tract 102.04, Yolo County, California",217352,53151,5189,1
6065,650076,6065043228,"Riverside","Murrieta","Census Tract 432.28, Riverside County, California",2411439,112941,3842,1
6113,686328,6113011205,"Yolo","Woodland","Census Tract 112.05, Yolo County, California",217352,59710,8168,1
6085,668000,6085503707,"Santa Clara","San Jose","Census Tract 5037.07, Santa Clara County, California",1927470,1027690,6087,1
6037,644000,6037276500,"Los Angeles","Los Angeles","Census Tract 2765, Los Angeles County, California",10081570,3966936,5674,1
6075,667000,6075026402,"San Francisco","San Francisco","Census Tract 264.02, San Francisco County, California",874961,874961,5102,1
6037,636546,6037601302,"Los Angeles","Inglewood","Census Tract 6013.02, Los Angeles County, California",10081570,109613,7333,1
6037,644000,6037119400,"Los Angeles","Los Angeles","Census Tract 1194, Los Angeles County, California",10081570,3966936,5499,1
6071,665000,6071005701,"San Bernardino","San Bernardino","Census Tract 57.01, San Bernardino County, California",2149031,216089,1580,1
6073,622678,6073017108,"San Diego","Encinitas","Census Tract 171.08, San Diego County, California",3316073,62780,4859,1
6037,617498,6037534405,"Los Angeles","Cudahy","Census Tract 5344.05, Los Angeles County, California",10081570,23890,4351,1
6053,670742,6053013900,"Monterey","Seaside","Census Tract 139, Monterey County, California",433410,33956,2362,1
6013,616000,6013336101,"Contra Costa","Concord","Census Tract 3361.01, Contra Costa County, California",1142251,129183,5236,1
6065,633182,6065043306,"Riverside","Hemet","Census Tract 433.06, Riverside County, California",2411439,84542,5142,1
6037,684592,6037600202,"Los Angeles","Westmont CDP","Census Tract 6002.02, Los Angeles County, California",10081570,35266,7767,1
6073,650398,6073011602,"San Diego","National City","Census Tract 116.02, San Diego County, California",3316073,61121,3900,1
6037,639892,6037555001,"Los Angeles","Lakewood","Census Tract 5550.01, Los Angeles County, California",10081570,80292,5321,1
6059,636000,6059099217,"Orange","Huntington Beach","Census Tract 992.17, Orange County, California",3168044,200259,2454,1
6085,668000,6085503212,"Santa Clara","San Jose","Census Tract 5032.12, Santa Clara County, California",1927470,1027690,4379,1
6037,622412,6037980013,"Los Angeles","El Segundo","Census Tract 9800.13, Los Angeles County, California",10081570,16731,0,1
6077,675000,6077003203,"San Joaquin","Stockton","Census Tract 32.03, San Joaquin County, California",742603,309228,3669,1
6037,644000,6037228720,"Los Angeles","Los Angeles","Census Tract 2287.20, Los Angeles County, California",10081570,3966936,4825,1
6037,648816,6037530102,"Los Angeles","Montebello","Census Tract 5301.02, Los Angeles County, California",10081570,62742,4862,1
6059,653980,6059076103,"Orange","Orange","Census Tract 761.03, Orange County, California",3168044,139887,9563,0.161025610244091
6059,629000,6059076103,"Orange","Garden Grove","Census Tract 761.03, Orange County, California",3168044,173258,9563,0.838974389755909
6065,633182,6065043503,"Riverside","Hemet","Census Tract 435.03, Riverside County, California",2411439,84542,3875,1
6077,640704,6077005129,"San Joaquin","Lathrop","Census Tract 51.29, San Joaquin County, California",742603,22341,3437,1
6037,643000,6037572600,"Los Angeles","Long Beach","Census Tract 5726, Los Angeles County, California",10081570,466776,5357,1
6043,634708,6043000101,"Mariposa","Hornitos CDP","Census Tract 1.01, Mariposa County, California",17420,66,3883,0.0412852874772286
6043,604730,6043000101,"Mariposa","Bear Valley CDP (Mariposa County)","Census Tract 1.01, Mariposa County, California",17420,197,3883,0.266926059824428
6043,645932,6043000101,"Mariposa","Mariposa CDP","Census Tract 1.01, Mariposa County, California",17420,1186,3883,0.111793916894516
6043,647374,6043000101,"Mariposa","Midpines CDP","Census Tract 1.01, Mariposa County, California",17420,1427,3883,0.579994735803827
6113,620228,6113011400,"Yolo","Dunnigan CDP","Census Tract 114, Yolo County, California",217352,1459,4076,0.734109431289612
6113,638800,6113011400,"Yolo","Knights Landing CDP","Census Tract 114, Yolo County, California",217352,1036,4076,0.0713956068840397
6113,686804,6113011400,"Yolo","Yolo CDP","Census Tract 114, Yolo County, California",217352,193,4076,0.194494961826349
6037,643000,6037577000,"Los Angeles","Long Beach","Census Tract 5770, Los Angeles County, California",10081570,466776,7288,1
6085,668000,6085503708,"Santa Clara","San Jose","Census Tract 5037.08, Santa Clara County, California",1927470,1027690,2955,1
6065,636434,6065045122,"Riverside","Indian Wells","Census Tract 451.22, Riverside County, California",2411439,5370,1514,0.981110628556321
6065,640354,6065045122,"Riverside","La Quinta","Census Tract 451.22, Riverside County, California",2411439,41076,1514,0.0188893714436794
6037,655618,6037553502,"Los Angeles","Paramount","Census Tract 5535.02, Los Angeles County, California",10081570,54513,4066,1
6001,626000,6001441523,"Alameda","Fremont","Census Tract 4415.23, Alameda County, California",1656754,235740,4418,1
6071,633434,6071010009,"San Bernardino","Hesperia","Census Tract 100.09, San Bernardino County, California",2149031,94203,4025,0.292385276110624
6071,682590,6071010009,"San Bernardino","Victorville","Census Tract 100.09, San Bernardino County, California",2149031,121902,4025,0.706980329813885
6071,652760,6071010009,"San Bernardino","Oak Hills CDP","Census Tract 100.09, San Bernardino County, California",2149031,10444,4025,0.000634394075490653
6037,644000,6037190520,"Los Angeles","Los Angeles","Census Tract 1905.20, Los Angeles County, California",10081570,3966936,3979,1
6037,640130,6037900606,"Los Angeles","Lancaster","Census Tract 9006.06, Los Angeles County, California",10081570,159028,3532,1
6037,644000,6037134104,"Los Angeles","Los Angeles","Census Tract 1341.04, Los Angeles County, California",10081570,3966936,4618,1
6001,633000,6001438300,"Alameda","Hayward","Census Tract 4383, Alameda County, California",1656754,159293,3767,1
6037,644000,6037113101,"Los Angeles","Los Angeles","Census Tract 1131.01, Los Angeles County, California",10081570,3966936,3719,1
6085,668000,6085511912,"Santa Clara","San Jose","Census Tract 5119.12, Santa Clara County, California",1927470,1027690,5678,1
6037,644000,6037267300,"Los Angeles","Los Angeles","Census Tract 2673, Los Angeles County, California",10081570,3966936,4235,1
6019,627000,6019000502,"Fresno","Fresno","Census Tract 5.02, Fresno County, California",984521,525010,3594,1
6037,644000,6037137000,"Los Angeles","Los Angeles","Census Tract 1370, Los Angeles County, California",10081570,3966936,5067,1
6099,680812,6099003909,"Stanislaus","Turlock","Census Tract 39.09, Stanislaus County, California",543194,72904,5992,1
6075,667000,6075015801,"San Francisco","San Francisco","Census Tract 158.01, San Francisco County, California",874961,874961,3837,1
6037,640830,6037401603,"Los Angeles","La Verne","Census Tract 4016.03, Los Angeles County, California",10081570,32211,2951,1
6053,638520,6053011303,"Monterey","King City","Census Tract 113.03, Monterey County, California",433410,13921,4175,0.0901200048370974
6053,657070,6053011303,"Monterey","Pine Canyon CDP","Census Tract 113.03, Monterey County, California",433410,2369,4175,0.909879995162903
6029,603526,6029002700,"Kern","Bakersfield","Census Tract 27, Kern County, California",887641,377917,5903,1
6037,644000,6037208904,"Los Angeles","Los Angeles","Census Tract 2089.04, Los Angeles County, California",10081570,3966936,3978,1
6037,684774,6037407302,"Los Angeles","West Puente Valley CDP","Census Tract 4073.02, Los Angeles County, California",10081570,23382,3503,1
6065,604758,6065043814,"Riverside","Beaumont","Census Tract 438.14, Riverside County, California",2411439,47144,944,0.00296770927758975
6065,609864,6065043814,"Riverside","Calimesa","Census Tract 438.14, Riverside County, California",2411439,8814,944,0.99703229072241
6065,616350,6065041704,"Riverside","Corona","Census Tract 417.04, Riverside County, California",2411439,166972,3815,1
6085,647766,6085504421,"Santa Clara","Milpitas","Census Tract 5044.21, Santa Clara County, California",1927470,79517,5437,1
6099,648354,6099001002,"Stanislaus","Modesto","Census Tract 10.02, Stanislaus County, California",543194,212616,3284,1
6037,644000,6037103102,"Los Angeles","Los Angeles","Census Tract 1031.02, Los Angeles County, California",10081570,3966936,4734,1
6037,643000,6037576502,"Los Angeles","Long Beach","Census Tract 5765.02, Los Angeles County, California",10081570,466776,4658,1
6113,686328,6113010902,"Yolo","Woodland","Census Tract 109.02, Yolo County, California",217352,59710,6110,1
6037,644000,6037104403,"Los Angeles","Los Angeles","Census Tract 1044.03, Los Angeles County, California",10081570,3966936,3341,1
6037,632548,6037602506,"Los Angeles","Hawthorne","Census Tract 6025.06, Los Angeles County, California",10081570,87107,4297,1
6037,644000,6037211320,"Los Angeles","Los Angeles","Census Tract 2113.20, Los Angeles County, California",10081570,3966936,3337,1
6095,681666,6095251100,"Solano","Vallejo","Census Tract 2511, Solano County, California",441829,121267,3124,1
6059,648256,6059032030,"Orange","Mission Viejo","Census Tract 320.30, Orange County, California",3168044,95516,3971,1
6001,612902,6001435602,"Alameda","Cherryland CDP","Census Tract 4356.02, Alameda County, California",1656754,16066,5453,1
6037,644000,6037239602,"Los Angeles","Los Angeles","Census Tract 2396.02, Los Angeles County, California",10081570,3966936,4016,1
6071,642370,6071007305,"San Bernardino","Loma Linda","Census Tract 73.05, San Bernardino County, California",2149031,24184,4909,1
6077,645484,6077005132,"San Joaquin","Manteca","Census Tract 51.32, San Joaquin County, California",742603,79129,3141,1
6037,643000,6037573202,"Los Angeles","Long Beach","Census Tract 5732.02, Los Angeles County, California",10081570,466776,6379,1
6073,653322,6073018100,"San Diego","Oceanside","Census Tract 181, San Diego County, California",3316073,175622,6114,1
6037,644000,6037124300,"Los Angeles","Los Angeles","Census Tract 1243, Los Angeles County, California",10081570,3966936,2988,1
6037,632506,6037555102,"Los Angeles","Hawaiian Gardens","Census Tract 5551.02, Los Angeles County, California",10081570,14337,5987,0.412688977838926
6037,639892,6037555102,"Los Angeles","Lakewood","Census Tract 5551.02, Los Angeles County, California",10081570,80292,5987,0.587311022161074
6065,612048,6065044931,"Riverside","Cathedral City","Census Tract 449.31, Riverside County, California",2411439,54357,2093,1
6007,613014,6007001300,"Butte","Chico","Census Tract 13, Butte County, California",225817,94529,3689,0.855741082565567
6007,620270,6007001300,"Butte","Durham CDP","Census Tract 13, Butte County, California",225817,5987,3689,0.144258917434433
6037,645400,6037620800,"Los Angeles","Manhattan Beach","Census Tract 6208, Los Angeles County, California",10081570,35500,7844,1
6037,643000,6037570304,"Los Angeles","Long Beach","Census Tract 5703.04, Los Angeles County, California",10081570,466776,5094,1
6063,685086,6063000201,"Plumas","Whitehawk CDP","Census Tract 2.01, Plumas County, California",18660,49,1359,0.0491580624225312
6063,614106,6063000201,"Plumas","Clio CDP","Census Tract 2.01, Plumas County, California",18660,59,1359,0.0111026801060642
6063,617267,6063000201,"Plumas","C-Road CDP","Census Tract 2.01, Plumas County, California",18660,140,1359,0.0507238237788021
6063,648448,6063000201,"Plumas","Mohawk Vista CDP","Census Tract 2.01, Plumas County, California",18660,54,1359,0.227765732029462
6063,606994,6063000201,"Plumas","Blairsden CDP","Census Tract 2.01, Plumas County, California",18660,18,1359,0.0102149246566793
6063,630560,6063000201,"Plumas","Graeagle CDP","Census Tract 2.01, Plumas County, California",18660,538,1359,0.211610474803896
6063,637512,6063000201,"Plumas","Johnsville CDP","Census Tract 2.01, Plumas County, California",18660,0,1359,0.262770210869966
6063,657828,6063000201,"Plumas","Plumas Eureka CDP","Census Tract 2.01, Plumas County, California",18660,364,1359,0.0758389110403669
6063,681869,6063000201,"Plumas","Valley Ranch CDP","Census Tract 2.01, Plumas County, California",18660,0,1359,0.0217884564031975
6063,630339,6063000201,"Plumas","Gold Mountain CDP","Census Tract 2.01, Plumas County, California",18660,0,1359,0.0790267238890353
6065,649270,6065042514,"Riverside","Moreno Valley","Census Tract 425.14, Riverside County, California",2411439,207289,3467,1
6037,644000,6037127803,"Los Angeles","Los Angeles","Census Tract 1278.03, Los Angeles County, California",10081570,3966936,4790,1
6059,680854,6059074408,"Orange","Tustin","Census Tract 744.08, Orange County, California",3168044,79863,6300,1
6037,644000,6037269602,"Los Angeles","Los Angeles","Census Tract 2696.02, Los Angeles County, California",10081570,3966936,2865,1
6037,619766,6037550500,"Los Angeles","Downey","Census Tract 5505, Los Angeles County, California",10081570,112322,8316,1
6079,668154,6079011102,"San Luis Obispo","San Luis Obispo","Census Tract 111.02, San Luis Obispo County, California",282165,47302,5784,1
6037,643000,6037576601,"Los Angeles","Long Beach","Census Tract 5766.01, Los Angeles County, California",10081570,466776,4293,1
6059,653980,6059075806,"Orange","Orange","Census Tract 758.06, Orange County, California",3168044,139887,6273,0.889923148273473
6059,669000,6059075806,"Orange","Santa Ana","Census Tract 758.06, Orange County, California",3168044,332794,6273,0.110076851726527
6037,643000,6037572100,"Los Angeles","Long Beach","Census Tract 5721, Los Angeles County, California",10081570,466776,1113,1
6037,636056,6037532500,"Los Angeles","Huntington Park","Census Tract 5325, Los Angeles County, California",10081570,58353,4195,1
6037,644000,6037132700,"Los Angeles","Los Angeles","Census Tract 1327, Los Angeles County, California",10081570,3966936,4873,1
6071,660466,6071002703,"San Bernardino","Rialto","Census Tract 27.03, San Bernardino County, California",2149031,103045,5670,1
6001,657792,6001450745,"Alameda","Pleasanton","Census Tract 4507.45, Alameda County, California",1656754,81717,6712,1
6037,620802,6037530602,"Los Angeles","East Los Angeles CDP","Census Tract 5306.02, Los Angeles County, California",10081570,121187,1769,1
6085,668000,6085503336,"Santa Clara","San Jose","Census Tract 5033.36, Santa Clara County, California",1927470,1027690,3580,1
6037,644000,6037216402,"Los Angeles","Los Angeles","Census Tract 2164.02, Los Angeles County, California",10081570,3966936,2521,1
6001,650916,6001444400,"Alameda","Newark","Census Tract 4444, Alameda County, California",1656754,47171,5477,1
6037,644000,6037213310,"Los Angeles","Los Angeles","Census Tract 2133.10, Los Angeles County, California",10081570,3966936,3015,1
6073,640004,6073014806,"San Diego","La Mesa","Census Tract 148.06, San Diego County, California",3316073,59556,2778,1
6019,627000,6019005409,"Fresno","Fresno","Census Tract 54.09, Fresno County, California",984521,525010,3328,1
6009,664420,6009000300,"Calaveras","San Andreas CDP","Census Tract 3, Calaveras County, California",45514,3120,7496,0.180714345919364
6009,648480,6009000300,"Calaveras","Mokelumne Hill CDP","Census Tract 3, Calaveras County, California",45514,691,7496,0.0662167861906449
6009,649628,6009000300,"Calaveras","Mountain Ranch CDP","Census Tract 3, Calaveras County, California",45514,1141,7496,0.753068867889991
6085,629504,6085512508,"Santa Clara","Gilroy","Census Tract 5125.08, Santa Clara County, California",1927470,56766,8351,1
6017,631302,6017031402,"El Dorado","Grizzly Flats CDP","Census Tract 314.02, El Dorado County, California",188563,1195,5889,1
6059,639220,6059042327,"Orange","Laguna Hills","Census Tract 423.27, Orange County, California",3168044,31617,5124,1
6073,666000,6073002708,"San Diego","San Diego","Census Tract 27.08, San Diego County, California",3316073,1409573,5395,1
6037,644000,6037296220,"Los Angeles","Los Angeles","Census Tract 2962.20, Los Angeles County, California",10081570,3966936,4447,1
6001,653000,6001402600,"Alameda","Oakland","Census Tract 4026, Alameda County, California",1656754,425097,1243,1
6055,650258,6055200706,"Napa","Napa","Census Tract 2007.06, Napa County, California",139623,79074,3213,1
6085,629504,6085512506,"Santa Clara","Gilroy","Census Tract 5125.06, Santa Clara County, California",1927470,56766,7227,1
6101,662168,6101050900,"Sutter","Robbins CDP","Census Tract 509, Sutter County, California",96109,421,1499,0.329737733469237
6101,646926,6101050900,"Sutter","Meridian CDP","Census Tract 509, Sutter County, California",96109,371,1499,0.670262266530763
6073,668196,6073020028,"San Diego","San Marcos","Census Tract 200.28, San Diego County, California",3316073,95355,4825,1
6083,669196,6083002303,"Santa Barbara","Santa Maria","Census Tract 23.03, Santa Barbara County, California",444829,106224,6601,1
6099,648354,6099003300,"Stanislaus","Modesto","Census Tract 33, Stanislaus County, California",543194,212616,6076,0.000348656095950101
6099,684480,6099003300,"Stanislaus","Westley CDP","Census Tract 33, Stanislaus County, California",543194,968,6076,0.0412132569178302
6099,630882,6099003300,"Stanislaus","Grayson CDP","Census Tract 33, Stanislaus County, California",543194,1364,6076,0.0260854692369712
6099,619155,6099003300,"Stanislaus","Diablo Grande CDP","Census Tract 33, Stanislaus County, California",543194,889,6076,0.511828527296243
6099,656112,6099003300,"Stanislaus","Patterson","Census Tract 33, Stanislaus County, California",543194,22066,6076,0.420524090453006
6083,642524,6083002706,"Santa Barbara","Lompoc","Census Tract 27.06, Santa Barbara County, California",444829,43232,6440,1
6075,667000,6075025401,"San Francisco","San Francisco","Census Tract 254.01, San Francisco County, California",874961,874961,3775,1
6037,632548,6037603703,"Los Angeles","Hawthorne","Census Tract 6037.03, Los Angeles County, California",10081570,87107,2491,1
6037,644000,6037123601,"Los Angeles","Los Angeles","Census Tract 1236.01, Los Angeles County, California",10081570,3966936,4803,1
6073,666000,6073009602,"San Diego","San Diego","Census Tract 96.02, San Diego County, California",3316073,1409573,4174,1
6037,616742,6037406101,"Los Angeles","Covina","Census Tract 4061.01, Los Angeles County, California",10081570,48095,3105,1
6037,644000,6037209104,"Los Angeles","Los Angeles","Census Tract 2091.04, Los Angeles County, California",10081570,3966936,2560,1
6065,603820,6065044102,"Riverside","Banning","Census Tract 441.02, Riverside County, California",2411439,31072,2907,1
6037,644000,6037128602,"Los Angeles","Los Angeles","Census Tract 1286.02, Los Angeles County, California",10081570,3966936,3472,1
6037,672996,6037433401,"Los Angeles","South El Monte","Census Tract 4334.01, Los Angeles County, California",10081570,20721,3405,0.33950289904081
6037,622230,6037433401,"Los Angeles","El Monte","Census Tract 4334.01, Los Angeles County, California",10081570,115517,3405,0.66049710095919
6059,648256,6059032036,"Orange","Mission Viejo","Census Tract 320.36, Orange County, California",3168044,95516,3674,1
6037,644000,6037190801,"Los Angeles","Los Angeles","Census Tract 1908.01, Los Angeles County, California",10081570,3966936,2682,1
6001,653000,6001403502,"Alameda","Oakland","Census Tract 4035.02, Alameda County, California",1656754,425097,2044,1
6037,636546,6037600911,"Los Angeles","Inglewood","Census Tract 6009.11, Los Angeles County, California",10081570,109613,3146,1
6037,612552,6037554511,"Los Angeles","Cerritos","Census Tract 5545.11, Los Angeles County, California",10081570,50143,4140,1
6001,650916,6001444601,"Alameda","Newark","Census Tract 4446.01, Alameda County, California",1656754,47171,5787,1
6065,655254,6065940700,"Riverside","Palm Springs","Census Tract 9407, Riverside County, California",2411439,47897,2798,1
6071,682590,6071010025,"San Bernardino","Victorville","Census Tract 100.25, San Bernardino County, California",2149031,121902,8440,1
